temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,relative_humidity_2m_mean,date,frost_day,heat_day,severe_heat_day,dry_day,dry_streak,strong_wind_day,dust_storm_risk,rainy_day,continuous_rain_streak
29.5,20.2,0.3,16.8,64,2025-08-20,False,False,False,True,11,False,False,False,0
25.4,16.5,2.3,11.9,66,2025-08-21,False,False,False,False,1,False,False,True,2
24.9,14.8,2.0,16.4,68,2025-08-22,False,False,False,False,1,False,False,True,3
25.1,14.0,0.1,8.0,74,2025-08-23,False,False,False,True,2,False,False,False,0
26.6,14.9,0.0,8.8,66,2025-08-24,False,False,False,True,3,False,False,False,0
29.0,16.8,0.0,14.5,61,2025-08-25,False,False,False,True,4,False,False,False,0
24.5,17.8,27.2,18.8,86,2025-08-26,False,False,False,False,1,True,False,True,2
21.0,16.9,2.3,14.2,84,2025-08-27,False,False,False,False,1,False,False,True,3
22.2,15.4,0.5,17.7,82,2025-08-28,False,False,False,True,2,True,False,False,0
25.5,14.0,0.0,19.2,64,2025-08-29,False,False,False,True,3,True,False,False,0
25.7,13.5,0.0,9.9,72,2025-08-30,False,False,False,True,4,False,False,False,0
27.5,13.9,0.0,10.9,67,2025-08-31,False,False,False,True,5,False,False,False,0
30.4,16.6,0.0,8.9,57,2025-09-01,False,False,False,True,6,False,False,False,0
23.0,16.7,5.3,10.0,71,2025-09-02,False,False,False,False,1,False,False,True,2
26.4,13.6,0.0,8.7,71,2025-09-03,False,False,False,True,2,False,False,False,0
28.0,16.8,0.1,10.1,69,2025-09-04,False,False,False,True,3,False,False,False,0
24.2,14.9,0.2,11.7,62,2025-09-05,False,False,False,True,4,False,False,False,0
27.9,11.7,0.0,13.9,56,2025-09-06,False,False,False,True,5,False,False,False,0
26.8,14.3,0.0,10.1,52,2025-09-07,False,False,False,True,6,False,False,False,0
30.1,13.4,0.0,9.8,46,2025-09-08,False,False,False,True,7,False,False,False,0
30.6,16.7,0.0,15.2,47,2025-09-09,False,False,False,True,8,False,False,False,0
30.9,17.0,0.0,11.0,58,2025-09-10,False,False,False,True,9,False,False,False,0
28.8,18.4,2.1,21.5,67,2025-09-11,False,False,False,False,1,True,False,True,2
28.6,16.3,0.3,8.0,68,2025-09-12,False,False,False,True,2,False,False,False,0
28.7,17.1,0.0,12.1,47,2025-09-13,False,False,False,True,3,False,False,False,0
29.7,14.1,0.0,11.9,37,2025-09-14,False,False,False,True,4,False,False,False,0
29.4,17.3,0.0,22.5,45,2025-09-15,False,False,False,True,5,True,False,False,0
22.0,14.2,3.2,23.1,47,2025-09-16,False,False,False,False,1,True,False,True,2
21.7,12.8,0.1,7.5,61,2025-09-17,False,False,False,True,2,False,False,False,0
20.4,13.3,4.9,14.7,68,2025-09-18,False,False,False,False,1,False,False,True,2
23.7,12.2,0.0,9.4,72,2025-09-19,False,False,False,True,2,False,False,False,0
22.0,14.3,0.0,11.3,64,2025-09-20,False,False,False,True,3,False,False,False,0
17.3,12.2,7.1,11.3,81,2025-09-21,False,False,False,False,1,False,False,True,2
21.6,8.9,4.5,19.7,78,2025-09-22,False,False,False,False,1,True,False,True,3
21.6,9.7,6.5,16.3,67,2025-09-23,False,False,False,False,1,False,False,True,4
22.0,7.6,0.0,13.3,64,2025-09-24,False,False,False,True,2,False,False,False,0
21.9,13.0,0.2,12.5,61,2025-09-25,False,False,False,True,3,False,False,False,0
22.3,12.4,0.2,8.5,71,2025-09-26,False,False,False,True,4,False,False,False,0
22.8,12.4,0.3,6.7,77,2025-09-27,False,False,False,True,5,False,False,False,0
23.3,11.8,0.0,11.5,64,2025-09-28,False,False,False,True,6,False,False,False,0
23.9,13.1,0.0,13.2,59,2025-09-29,False,False,False,True,7,False,False,False,0
24.1,10.6,0.0,10.9,61,2025-09-30,False,False,False,True,8,False,False,False,0
19.3,12.3,0.2,18.0,63,2025-10-01,False,False,False,True,9,True,False,False,0
21.8,9.0,0.0,10.0,69,2025-10-02,False,False,False,True,10,False,False,False,0
20.9,9.8,0.0,9.0,78,2025-10-03,False,False,False,True,11,False,False,False,0
22.8,12.5,0.0,9.7,63,2025-10-04,False,False,False,True,12,False,False,False,0
16.7,10.3,1.0,22.0,56,2025-10-05,False,False,False,False,1,True,False,True,2
19.3,7.8,0.0,10.5,74,2025-10-06,False,False,False,True,2,False,False,False,0
18.3,12.5,1.6,14.4,53,2025-10-07,False,False,False,False,1,False,False,True,2
13.2,10.3,8.6,18.4,86,2025-10-08,False,False,False,False,1,True,False,True,3
13.9,10.0,1.6,8.1,84,2025-10-09,False,False,False,False,1,False,False,True,4
11.1,9.3,4.0,7.4,92,2025-10-10,False,False,False,False,1,False,False,True,5
13.3,8.0,0.1,6.4,81,2025-10-11,False,False,False,True,2,False,False,False,0
17.1,9.4,0.2,12.7,77,2025-10-12,False,False,False,True,3,False,False,False,0
20.1,6.6,0.0,13.8,71,2025-10-13,False,False,False,True,4,False,False,False,0
18.6,8.9,0.1,13.0,77,2025-10-14,False,False,False,True,5,False,False,False,0
18.3,7.8,0.0,8.5,82,2025-10-15,False,False,False,True,6,False,False,False,0
17.0,7.4,0.0,31.9,73,2025-10-16,False,False,False,True,7,True,False,False,0
9.9,3.3,0.0,15.7,50,2025-10-17,False,False,False,True,8,False,False,False,0
14.3,3.4,0.0,18.3,63,2025-10-18,False,False,False,True,9,True,False,False,0
6.2,-2.7,0.0,15.0,60,2025-10-19,True,False,False,True,10,False,False,False,0
10.1,-0.7,0.0,15.4,65,2025-10-20,True,False,False,True,11,False,False,False,0
12.3,3.9,0.1,13.6,79,2025-10-21,False,False,False,True,12,False,False,False,0
13.9,7.0,0.0,11.1,76,2025-10-22,False,False,False,True,13,False,False,False,0
12.9,4.4,0.0,12.4,79,2025-10-23,False,False,False,True,14,False,False,False,0
14.3,4.3,0.0,10.2,78,2025-10-24,False,False,False,True,15,False,False,False,0
13.5,5.4,0.5,18.9,80,2025-10-25,False,False,False,True,16,True,False,False,0
10.4,0.5,0.0,11.0,61,2025-10-26,False,False,False,True,17,False,False,False,0
13.1,0.6,0.0,8.7,68,2025-10-27,False,False,False,True,18,False,False,False,0
16.3,0.2,0.0,8.3,75,2025-10-28,False,False,False,True,19,False,False,False,0
15.7,2.0,0.0,8.0,72,2025-10-29,False,False,False,True,20,False,False,False,0
14.8,2.3,0.0,14.6,68,2025-10-30,False,False,False,True,21,False,False,False,0
14.2,1.6,0.0,6.8,66,2025-10-31,False,False,False,True,22,False,False,False,0
13.9,0.2,0.0,8.2,68,2025-11-01,False,False,False,True,23,False,False,False,0
13.4,-0.3,0.0,9.6,63,2025-11-02,True,False,False,True,24,False,False,False,0
15.2,1.3,0.0,11.4,65,2025-11-03,False,False,False,True,25,False,False,False,0
15.3,2.9,0.0,9.7,78,2025-11-04,False,False,False,True,26,False,False,False,0
13.6,4.3,0.1,11.5,80,2025-11-05,False,False,False,True,27,False,False,False,0
12.6,8.2,5.0,13.5,87,2025-11-06,False,False,False,False,1,False,False,True,2
11.5,4.7,0.1,9.8,65,2025-11-07,False,False,False,True,2,False,False,False,0
11.2,0.1,0.0,18.4,58,2025-11-08,False,False,False,True,3,True,False,False,0
10.8,-2.8,0.0,10.6,60,2025-11-09,True,False,False,True,4,False,False,False,0
11.0,-0.6,0.0,11.7,64,2025-11-10,True,False,False,True,5,False,False,False,0
12.4,0.8,0.0,11.9,80,2025-11-11,False,False,False,True,6,False,False,False,0
10.3,0.8,0.0,13.9,59,2025-11-12,False,False,False,True,7,False,False,False,0
9.8,-3.4,0.0,10.4,63,2025-11-13,True,False,False,True,8,False,False,False,0
13.6,-1.3,0.0,16.7,41,2025-11-14,True,False,False,True,9,False,False,False,0
11.7,-2.5,0.0,16.2,52,2025-11-15,True,False,False,True,10,False,False,False,0
0.4,-6.9,0.0,22.7,43,2025-11-16,True,False,False,True,11,True,False,False,0
-3.4,-9.3,0.0,13.0,29,2025-11-17,True,False,False,True,12,False,False,False,0
1.4,-9.9,0.0,7.4,32,2025-11-18,True,False,False,True,13,False,False,False,0
5.5,-6.9,0.0,11.3,34,2025-11-19,True,False,False,True,14,False,False,False,0
5.5,-4.8,0.0,8.3,45,2025-11-20,True,False,False,True,15,False,False,False,0
6.3,-7.5,0.0,6.0,48,2025-11-21,True,False,False,True,16,False,False,False,0
8.3,-4.2,0.0,19.2,41,2025-11-22,True,False,False,True,17,True,False,False,0
10.4,0.9,0.0,21.8,39,2025-11-23,False,False,False,True,18,True,False,False,0
1.6,-5.2,0.0,16.3,38,2025-11-24,True,False,False,True,19,False,False,False,0
9.2,-4.8,0.0,26.4,33,2025-11-25,True,False,False,True,20,True,False,False,0
2.3,-3.2,0.2,26.9,37,2025-11-26,True,False,False,True,21,True,False,False,0
10.6,-2.4,0.0,24.8,28,2025-11-27,True,False,False,True,22,True,True,False,0
12.8,0.6,0.0,22.5,19,2025-11-28,False,False,False,True,23,True,True,False,0
12.6,-1.6,0.0,12.2,29,2025-11-29,True,False,False,True,24,False,False,False,0
4.4,-5.8,0.0,18.4,27,2025-11-30,True,False,False,True,25,True,True,False,0
4.2,-9.5,0.0,20.3,31,2025-12-01,True,False,False,True,26,True,False,False,0
-3.4,-11.6,0.0,13.6,39,2025-12-02,True,False,False,True,27,False,False,False,0
2.8,-13.1,0.0,11.9,51,2025-12-03,True,False,False,True,28,False,False,False,0
1.7,-10.0,0.0,7.6,46,2025-12-04,True,False,False,True,29,False,False,False,0
10.1,-8.0,0.0,15.0,30,2025-12-05,True,False,False,True,30,False,True,False,0
9.9,-3.8,0.0,15.0,32,2025-12-06,True,False,False,True,31,False,False,False,0
5.9,-3.9,0.0,16.7,41,2025-12-07,True,False,False,True,32,False,False,False,0
6.7,-6.3,0.0,16.3,49,2025-12-08,True,False,False,True,33,False,False,False,0
6.7,-8.0,0.0,7.3,55,2025-12-09,True,False,False,True,34,False,False,False,0
6.1,-6.2,0.0,12.6,62,2025-12-10,True,False,False,True,35,False,False,False,0
4.2,-5.8,0.0,15.8,58,2025-12-11,True,False,False,True,36,False,False,False,0
0.0,-5.3,0.0,18.2,47,2025-12-12,True,False,False,True,37,True,False,False,0
-4.6,-13.9,0.0,14.8,50,2025-12-13,True,False,False,True,38,False,False,False,0
3.4,-16.3,0.0,11.7,48,2025-12-14,True,False,False,True,39,False,False,False,0
5.7,-9.0,0.1,9.0,49,2025-12-15,True,False,False,True,40,False,False,False,0
5.2,-5.6,0.0,10.6,44,2025-12-16,True,False,False,True,41,False,False,False,0
5.4,-7.8,0.0,9.8,52,2025-12-17,True,False,False,True,42,False,False,False,0
8.0,-7.1,0.0,14.9,53,2025-12-18,True,False,False,True,43,False,False,False,0
3.0,-4.7,0.0,17.1,53,2025-12-19,True,False,False,True,44,True,False,False,0
1.0,-6.0,0.0,17.1,37,2025-12-20,True,False,False,True,45,True,False,False,0
3.2,-9.9,0.0,12.2,56,2025-12-21,True,False,False,True,46,False,False,False,0
4.3,-8.0,0.1,17.4,58,2025-12-22,True,False,False,True,47,True,False,False,0
0.8,-6.3,0.0,15.3,48,2025-12-23,True,False,False,True,48,False,False,False,0
0.6,-10.0,0.0,12.3,49,2025-12-24,True,False,False,True,49,False,False,False,0
0.7,-11.3,0.0,6.9,48,2025-12-25,True,False,False,True,50,False,False,False,0
3.6,-7.6,0.0,10.1,46,2025-12-26,True,False,False,True,51,False,False,False,0
3.8,-12.1,0.0,12.3,61,2025-12-27,True,False,False,True,52,False,False,False,0
4.7,-7.5,0.0,14.6,53,2025-12-28,True,False,False,True,53,False,False,False,0
3.2,-8.9,0.0,12.8,58,2025-12-29,True,False,False,True,54,False,False,False,0
0.8,-8.2,0.0,16.6,48,2025-12-30,True,False,False,True,55,False,False,False,0
-3.2,-7.0,1.1,16.5,45,2025-12-31,True,False,False,False,1,False,False,True,2
-1.3,-10.7,0.0,8.4,53,2026-01-01,True,False,False,True,2,False,False,False,0
-1.1,-12.1,0.0,11.1,50,2026-01-02,True,False,False,True,3,False,False,False,0
0.5,-5.2,0.2,7.8,59,2026-01-03,True,False,False,True,4,False,False,False,0
-1.3,-10.6,0.0,11.8,66,2026-01-04,True,False,False,True,5,False,False,False,0
-4.6,-9.7,0.0,12.6,61,2026-01-05,True,False,False,True,6,False,False,False,0
-0.1,-14.3,0.0,11.5,57,2026-01-06,True,False,False,True,7,False,False,False,0
-1.1,-7.9,0.0,16.4,55,2026-01-07,True,False,False,True,8,False,False,False,0
4.4,-11.6,0.0,19.8,50,2026-01-08,True,False,False,True,9,True,False,False,0
2.0,-3.7,0.0,25.0,29,2026-01-09,True,False,False,True,10,True,True,False,0
-3.3,-12.2,0.0,18.8,25,2026-01-10,True,False,False,True,11,True,True,False,0
5.0,-14.8,0.0,18.5,31,2026-01-11,True,False,False,True,12,True,False,False,0
7.0,-3.8,0.0,19.1,25,2026-01-12,True,False,False,True,13,True,True,False,0
9.3,-8.0,0.0,13.1,30,2026-01-13,True,False,False,True,14,False,False,False,0
7.3,-1.5,0.0,19.9,29,2026-01-14,True,False,False,True,15,True,True,False,0
9.7,-2.4,0.0,23.3,27,2026-01-15,True,False,False,True,16,True,True,False,0
2.6,-6.0,0.0,10.6,38,2026-01-16,True,False,False,True,17,False,False,False,0
6.5,-10.2,0.0,17.3,37,2026-01-17,True,False,False,True,18,True,False,False,0
-4.3,-11.5,0.2,15.7,39,2026-01-18,True,False,False,True,19,False,False,False,0
-10.6,-16.7,0.0,17.7,35,2026-01-19,True,False,False,True,20,True,False,False,0
-7.3,-17.4,0.0,15.8,29,2026-01-20,True,False,False,True,21,False,True,False,0
-4.4,-17.2,0.0,12.9,37,2026-01-21,True,False,False,True,22,False,False,False,0
-0.9,-15.3,0.0,14.1,44,2026-01-22,True,False,False,True,23,False,False,False,0
1.8,-14.0,0.0,13.5,48,2026-01-23,True,False,False,True,24,False,False,False,0
4.0,-10.8,0.0,18.4,50,2026-01-24,True,False,False,True,25,True,False,False,0
0.6,-5.1,0.0,13.0,40,2026-01-25,True,False,False,True,26,False,False,False,0
2.0,-10.3,0.0,9.7,39,2026-01-26,True,False,False,True,27,False,False,False,0
3.7,-8.9,0.0,8.5,35,2026-01-27,True,False,False,True,28,False,False,False,0
4.1,-10.7,0.0,14.4,35,2026-01-28,True,False,False,True,29,False,False,False,0
2.7,-4.4,0.0,13.4,32,2026-01-29,True,False,False,True,30,False,False,False,0
3.7,-7.4,0.0,16.6,53,2026-01-30,True,False,False,True,31,False,False,False,0
1.8,-8.7,0.0,8.2,57,2026-01-31,True,False,False,True,32,False,False,False,0
3.4,-10.1,0.0,7.9,47,2026-02-01,True,False,False,True,33,False,False,False,0
4.3,-9.8,0.0,12.3,35,2026-02-02,True,False,False,True,34,False,False,False,0
5.8,-8.3,0.0,8.3,38,2026-02-03,True,False,False,True,35,False,False,False,0
8.9,-9.3,0.0,9.4,41,2026-02-04,True,False,False,True,36,False,False,False,0
3.9,-3.6,0.0,16.9,38,2026-02-05,True,False,False,True,37,False,False,False,0
-1.3,-7.6,0.4,18.5,34,2026-02-06,True,False,False,True,38,True,False,False,0
-0.2,-13.1,0.0,8.8,30,2026-02-07,True,False,False,True,39,False,False,False,0
4.4,-12.5,0.0,15.5,27,2026-02-08,True,False,False,True,40,False,True,False,0
5.5,-4.0,0.0,17.3,28,2026-02-09,True,False,False,True,41,True,True,False,0
4.0,-4.4,0.0,11.6,40,2026-02-10,True,False,False,True,42,False,False,False,0
7.0,-9.2,0.0,10.0,39,2026-02-11,True,False,False,True,43,False,False,False,0
9.3,-7.5,0.0,8.9,32,2026-02-12,True,False,False,True,44,False,False,False,0
14.9,-8.4,0.0,7.8,26,2026-02-13,True,False,False,True,45,False,False,False,0
7.2,-2.8,0.0,23.4,32,2026-02-14,True,False,False,True,46,True,False,False,0
0.5,-6.8,0.0,18.2,13,2026-02-15,True,False,False,True,47,True,True,False,0
3.1,-7.6,0.0,12.8,15,2026-02-16,True,False,False,True,48,False,False,False,0
5.3,-6.8,0.0,11.5,23,2026-02-17,True,False,False,True,49,False,False,False,0
8.6,-8.0,0.0,8.5,39,2026-02-18,True,False,False,True,50,False,False,False,0
11.7,-1.7,0.0,24.6,33,2026-02-19,True,False,False,True,51,True,False,False,0
18.1,2.4,0.0,22.4,24,2026-02-20,False,False,False,True,52,True,True,False,0
10.3,2.4,0.0,31.7,21,2026-02-21,False,False,False,True,53,True,True,False,0
7.6,-7.6,0.0,26.9,17,2026-02-22,True,False,False,True,54,True,True,False,0
11.1,-4.1,0.0,17.7,25,2026-02-23,True,False,False,True,55,True,True,False,0
14.0,-3.0,0.0,13.7,32,2026-02-24,True,False,False,True,56,False,False,False,0
9.9,-1.0,0.0,16.9,36,2026-02-25,True,False,False,True,57,False,False,False,0
9.7,-3.5,0.0,14.3,21,2026-02-26,True,False,False,True,58,False,False,False,0
11.9,-2.8,0.0,12.3,38,2026-02-27,True,False,False,True,59,False,False,False,0
12.4,-1.7,0.0,10.1,56,2026-02-28,True,False,False,True,60,False,False,False,0
10.3,-0.5,0.3,13.7,50,2026-03-01,True,False,False,True,61,False,False,False,0
15.5,1.7,0.0,21.8,56,2026-03-02,False,False,False,True,62,True,False,False,0
11.2,-3.3,0.0,11.1,29,2026-03-03,True,False,False,True,63,False,False,False,0
11.3,-2.1,0.0,16.5,38,2026-03-04,True,False,False,True,64,False,False,False,0
8.1,-2.7,0.0,19.3,24,2026-03-05,True,False,False,True,65,True,True,False,0
7.2,-4.7,0.0,18.9,23,2026-03-06,True,False,False,True,66,True,True,False,0
9.9,-4.2,0.0,12.1,40,2026-03-07,True,False,False,True,67,False,False,False,0
10.4,0.7,0.0,10.0,30,2026-03-08,False,False,False,True,68,False,False,False,0
13.0,-3.4,0.0,10.2,31,2026-03-09,True,False,False,True,69,False,False,False,0
17.2,-1.7,0.0,13.6,36,2026-03-10,True,False,False,True,70,False,False,False,0
18.9,-0.8,0.0,12.2,27,2026-03-11,True,False,False,True,71,False,False,False,0
18.3,3.6,0.0,20.2,33,2026-03-12,False,False,False,True,72,True,False,False,0
8.5,1.3,1.3,17.2,42,2026-03-13,False,False,False,False,1,True,False,True,2
5.7,-1.5,0.2,12.2,61,2026-03-14,True,False,False,True,2,False,False,False,0
6.3,-3.9,0.0,11.5,53,2026-03-15,True,False,False,True,3,False,False,False,0
12.4,-2.6,0.0,15.1,51,2026-03-16,True,False,False,True,4,False,False,False,0
10.2,1.7,0.0,33.2,20,2026-03-17,False,False,False,True,5,True,True,False,0
4.9,-5.3,0.0,25.1,29,2026-03-18,True,False,False,True,6,True,True,False,0
10.3,-3.4,0.0,9.6,23,2026-03-19,True,False,False,True,7,False,False,False,0
15.1,-0.3,0.0,19.4,20,2026-03-20,True,False,False,True,8,True,True,False,0
14.4,-0.8,0.0,25.6,24,2026-03-21,True,False,False,True,9,True,True,False,0
10.6,-0.9,0.0,12.9,25,2026-03-22,True,False,False,True,10,False,False,False,0
16.7,0.6,0.0,16.4,24,2026-03-23,False,False,False,True,11,False,True,False,0
19.1,3.0,0.0,17.9,19,2026-03-24,False,False,False,True,12,True,True,False,0
19.5,2.5,0.0,7.0,23,2026-03-25,False,False,False,True,13,False,False,False,0
20.3,4.4,0.0,7.9,24,2026-03-26,False,False,False,True,14,False,False,False,0
18.9,6.9,0.5,20.1,29,2026-03-27,False,False,False,True,15,True,True,False,0
12.5,3.8,2.6,16.6,56,2026-03-28,False,False,False,False,1,False,False,True,2
14.7,0.7,0.0,10.2,56,2026-03-29,False,False,False,True,2,False,False,False,0
13.6,3.2,0.3,19.9,57,2026-03-30,False,False,False,True,3,True,False,False,0
17.1,1.6,0.0,17.3,49,2026-03-31,False,False,False,True,4,True,False,False,0
20.3,2.7,0.0,24.1,29,2026-04-01,False,False,False,True,5,True,True,False,0
22.6,5.3,0.0,17.8,23,2026-04-02,False,False,False,True,6,True,True,False,0
17.3,8.0,0.0,22.7,19,2026-04-03,False,False,False,True,7,True,True,False,0
21.5,3.7,0.0,27.6,18,2026-04-04,False,False,False,True,8,True,True,False,0
19.5,2.7,0.0,17.5,16,2026-04-05,False,False,False,True,9,True,True,False,0
22.5,4.2,0.0,14.4,16,2026-04-06,False,False,False,True,10,False,False,False,0
25.8,6.5,0.0,24.1,21,2026-04-07,False,False,False,True,11,True,True,False,0
24.6,11.1,0.0,20.8,39,2026-04-08,False,False,False,True,12,True,False,False,0
21.3,9.2,0.0,12.8,18,2026-04-09,False,False,False,True,13,False,False,False,0
22.2,6.9,0.0,8.7,22,2026-04-10,False,False,False,True,14,False,False,False,0
25.5,7.7,0.0,14.9,19,2026-04-11,False,False,False,True,15,False,False,False,0
23.0,12.0,0.0,14.6,22,2026-04-12,False,False,False,True,16,False,False,False,0
22.7,12.6,0.0,13.4,27,2026-04-13,False,False,False,True,17,False,False,False,0
22.4,10.0,0.0,12.1,24,2026-04-14,False,False,False,True,18,False,False,False,0
22.1,9.1,0.8,19.5,39,2026-04-15,False,False,False,True,19,True,False,False,0
19.2,8.4,0.0,14.9,52,2026-04-16,False,False,False,True,20,False,False,False,0
25.3,8.2,0.0,18.3,28,2026-04-17,False,False,False,True,21,True,True,False,0
29.2,11.5,0.0,22.2,29,2026-04-18,False,False,False,True,22,True,True,False,0
18.9,7.0,1.0,24.2,27,2026-04-19,False,False,False,False,1,True,True,True,2
16.5,1.7,0.0,9.7,20,2026-04-20,False,False,False,True,2,False,False,False,0
18.2,6.0,0.0,16.4,33,2026-04-21,False,False,False,True,3,False,False,False,0
21.5,7.3,0.0,19.6,35,2026-04-22,False,False,False,True,4,True,False,False,0
24.1,7.6,0.0,15.2,23,2026-04-23,False,False,False,True,5,False,True,False,0
24.3,11.7,0.0,17.7,16,2026-04-24,False,False,False,True,6,True,True,False,0
27.1,9.9,0.0,12.8,17,2026-04-25,False,False,False,True,7,False,False,False,0
23.4,14.2,0.0,22.0,19,2026-04-26,False,False,False,True,8,True,True,False,0
21.4,9.1,0.0,26.5,17,2026-04-27,False,False,False,True,9,True,True,False,0
17.2,7.6,0.0,18.1,18,2026-04-28,False,False,False,True,10,True,True,False,0
21.5,5.2,0.0,9.9,17,2026-04-29,False,False,False,True,11,False,False,False,0
25.2,9.5,0.0,13.9,38,2026-04-30,False,False,False,True,12,False,False,False,0
21.6,13.2,0.1,14.1,42,2026-05-01,False,False,False,True,13,False,False,False,0
16.9,8.1,3.2,22.4,48,2026-05-02,False,False,False,False,1,True,False,True,2
21.5,6.4,0.0,11.7,38,2026-05-03,False,False,False,True,2,False,False,False,0
26.8,9.1,0.0,11.2,24,2026-05-04,False,False,False,True,3,False,False,False,0
31.0,12.7,0.0,15.5,27,2026-05-05,False,False,False,True,4,False,True,False,0
22.6,14.5,0.1,26.5,20,2026-05-06,False,False,False,True,5,True,True,False,0
23.2,7.9,0.0,16.7,17,2026-05-07,False,False,False,True,6,False,True,False,0
27.8,10.9,0.0,19.5,19,2026-05-08,False,False,False,True,7,True,True,False,0
28.9,14.6,0.0,19.6,12,2026-05-09,False,False,False,True,8,True,True,False,0
30.6,15.0,0.0,23.6,14,2026-05-10,False,False,False,True,9,True,True,False,0
33.4,14.7,0.0,14.0,16,2026-05-11,False,False,False,True,10,False,False,False,0
33.1,16.3,0.0,25.5,22,2026-05-12,False,False,False,True,11,True,True,False,0
27.6,16.6,0.0,18.9,34,2026-05-13,False,False,False,True,12,True,False,False,0
25.3,17.6,0.0,14.4,35,2026-05-14,False,False,False,True,13,False,False,False,0
21.5,13.7,4.4,12.7,56,2026-05-15,False,False,False,False,1,False,False,True,2
23.2,13.1,11.6,16.1,69,2026-05-16,False,False,False,False,1,False,False,True,3
21.2,13.7,0.1,13.9,62,2026-05-17,False,False,False,True,2,False,False,False,0
26.0,10.5,0.0,7.9,58,2026-05-18,False,False,False,True,3,False,False,False,0
28.3,14.0,0.0,26.6,44,2026-05-19,False,False,False,True,4,True,False,False,0
28.4,15.0,0.0,16.3,43,2026-05-20,False,False,False,True,5,False,False,False,0
20.4,12.7,1.1,25.4,49,2026-05-21,False,False,False,False,1,True,False,True,2
27.1,12.7,0.8,20.7,38,2026-05-22,False,False,False,True,2,True,False,False,0
28.0,12.7,0.0,23.0,34,2026-05-23,False,False,False,True,3,True,False,False,0
23.5,15.4,13.8,13.7,77,2026-05-24,False,False,False,False,1,False,False,True,2
24.5,12.8,0.0,6.1,67,2026-05-25,False,False,False,True,2,False,False,False,0
23.6,14.8,0.0,15.7,50,2026-05-26,False,False,False,True,3,False,False,False,0
22.3,14.3,0.0,23.6,44,2026-05-27,False,False,False,True,4,True,False,False,0
24.1,11.2,0.0,9.0,46,2026-05-28,False,False,False,True,5,False,False,False,0
26.4,12.0,0.0,13.6,43,2026-05-29,False,False,False,True,6,False,False,False,0
31.0,13.5,0.0,15.5,36,2026-05-30,False,False,False,True,7,False,False,False,0
28.2,18.1,0.0,15.1,23,2026-05-31,False,False,False,True,8,False,True,False,0
31.2,15.5,0.0,12.8,27,2026-06-01,False,False,False,True,9,False,False,False,0
34.9,17.6,0.0,19.4,26,2026-06-02,False,False,False,True,10,True,True,False,0
28.1,17.0,0.3,16.3,24,2026-06-03,False,False,False,True,11,False,True,False,0
28.0,14.0,0.0,18.7,25,2026-06-04,False,False,False,True,12,True,True,False,0
29.7,14.5,0.0,27.0,25,2026-06-05,False,False,False,True,13,True,True,False,0
24.4,14.5,0.0,27.2,29,2026-06-06,False,False,False,True,14,True,True,False,0
26.0,12.3,0.0,17.2,23,2026-06-07,False,False,False,True,15,True,True,False,0
29.8,11.8,0.0,27.4,23,2026-06-08,False,False,False,True,16,True,True,False,0
